fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.6396150714996427,-0.1611112716195254,-0.4723750604067966,-0.17702010506273477,-0.4342159429247867,-0.1212374805829807,-0.2510572517309444,0.4823027862645383,1.356396926416372,0.6499527998257097,-0.7694745457785532
-0.7547991809766207,0.27613329778823315,0.039226555064064694,1.8403822210138834,0.2692776761026837,-0.1212374805829807,0.8861109749659476,-0.20283791487203337,0.06590167088581153,0.528744288413855,0.524823658767051
0.10908164010071351,-1.3635338374908619,1.471711078382476,-0.8298970842486612,0.556959708390555,1.514057930891677,1.4612557733198006,0.10226380360283692,-0.06314785466724451,0.8186244739810751,0.06257430000076386
-0.6972071262381319,-0.05180012926758561,-1.2397774836130884,0.5522077526533596,-0.16111438657936267,0.7233956616010329,1.2988487236264386,0.3966601986224371,1.2273474008633158,-0.20634071491051675,-0.5845748022720374
-0.6972071262381319,0.44010001131614285,-1.2909376451601744,0.4319272927011011,0.08704390825040924,0.401222416267847,1.218564836663597,0.3966601986224371,1.09829787531026,-0.20634071491051675,-0.6770246740252962
-0.06369452411475372,-1.6368116933707115,0.75546881672327,-0.5875581522253964,-0.5510485040037684,-0.542458657637646,-1.0869282424139395,-1.578471978872901,-0.6438707196559953,-0.7806630256983957,1.726671991559398
-0.1788786335917312,0.27613329778823315,0.039226555064064694,1.1012472205928758,-0.7350223663276558,0.7233956616010329,1.6073189189269415,0.3163702727080007,-0.5793459568794659,-0.7806630256983957,-0.9543742892850674
-0.35165479780719794,0.27613329778823315,-0.8816563527834855,-0.8298970842486612,0.9080874319682126,1.1669155620905942,1.5427407919324,-0.5668189123508593,-1.482692635750858,-1.3628275937669982,-0.5845748022720374
-0.7547991809766207,0.22147772661226328,-1.2909376451601744,-0.3711835207788357,-0.3774721633141279,0.401222416267847,-0.49788124564884606,-0.5132922950745684,0.32400072199192365,-0.1215918735095866,-0.21477531525900906
-0.5244309620226647,0.11216658426032408,-0.2677344142184521,-0.001981884766413434,1.031436589074328,-0.1212374805829807,0.9470752477396799,-0.43300236916013196,-1.6762669240804438,0.03967232440305645,-1.1392740327915833
1.0305545159165364,-0.4343891274993746,-0.21657425267136596,-0.5875581522253964,0.13390420089343985,-0.3894398530227973,-1.0083810784883234,0.5518873887237047,-0.5793459568794659,0.1907074599685058,-1.0468241610383244
-1.215535618884532,-0.5437002698513144,-0.2677344142184521,-0.8298970842486612,-0.05900221614548899,0.7233956616010329,0.5876484103833608,-0.20283791487203337,1.356396926416372,-0.20634071491051675,-0.8619244175318104
-1.33071972836151,-0.1611112716195254,-1.1886173220660021,-0.001981884766413434,0.556959708390555,-0.0022584446114377447,-0.49788124564884606,-0.12790065068526169,0.9692483497572039,-1.6278768108564214,-0.39967505876552323
1.7216591727784043,-1.035600410435043,0.9089493013645286,-0.3711835207788357,0.13390420089343985,-1.1150939592352676,-1.258039743837535,1.119269531852484,-2.3860393146222503,0.26264914175583415,-1.1392740327915833
1.318514789608981,-1.3635338374908619,0.6019883320820119,2.7165935712955944,-0.5510485040037684,-1.1150939592352676,-0.6689927470724416,3.153280988351718,-1.224593584644746,0.26264914175583415,-1.1392740327915833
-0.6396150714996427,0.9046723663118864,-0.7281758681422271,-0.3711835207788357,-0.16111438657936267,-0.1212374805829807,-0.862982967750944,-0.6685194851758359,-0.1276726174437711,-0.7806630256983957,-0.30722518701226614
0.5698180780086255,0.6860500816080074,-0.06309376803010762,-0.3711835207788357,0.7052412275503597,-1.3625801438816532,-0.07994575030734884,0.359191566529081,-0.3857716685498832,-2.3883622930439956,-0.7694745457785532
-1.9642323304848883,-0.5983558410272842,-1.3932579682543467,-0.17702010506273477,-2.099122344564473,0.30945559579362053,0.17818389325617862,-2.7667628824066908,2.582367419170403,0.7640635935970096,3.2983198113647734
-0.12128657885324247,0.002855441908384288,-0.2677344142184521,-0.001981884766413434,-0.05900221614548899,1.4222911104174507,1.2512126970680448,0.0380318628712759,-0.32124690577335663,-1.768231868699913,-0.7694745457785532
-0.1788786335917312,-0.8169781257311636,-1.08629699897183,-0.8298970842486612,-0.05900221614548899,-0.1212374805829807,0.3972946588066616,-0.24565920869311367,0.38852548476845306,-1.0008049417704226,-0.4921249305187803
1.4912909538244483,-0.7623225545551937,1.0112696244587007,-0.8298970842486612,1.3521253654462038,-1.1150939592352676,-1.3517992839102293,0.7981098281946787,-0.06314785466724451,0.8186244739810751,-0.5845748022720374
0.16667369483920225,0.002855441908384288,-0.2677344142184521,-0.3711835207788357,0.8429442233511547,-0.9007116747834938,-0.44504747240944675,-0.004789430949744973,-0.7083954824325219,-0.575732097510306,-0.21477531525900906
0.6274101327471142,-1.0902559816110127,1.625191563023734,0.7643879957860508,-0.009390256037963557,-0.542458657637646,-0.2971807652452455,0.476950124536933,-1.224593584644746,-0.7806630256983957,1.4493223762996252
-0.8123912357151094,1.150622436603751,-1.2397774836130884,0.15648873511365013,-1.5893161803609794,-0.9007116747834938,-1.1699661939885448,-0.8719206308257891,0.9047235869806772,0.03967232440305645,0.9870730175333381
-0.0061024693762639646,0.385444440140173,-0.7281758681422271,0.5522077526533596,0.2692776761026837,-1.1150939592352676,-0.609687833299929,0.9051630627472605,0.0013769081092849425,-0.29399592733694574,-1.1392740327915833
2.5279479391172486,0.385444440140173,1.113589947552873,0.7643879957860508,-0.21365534903115008,-1.3625801438816532,-0.9338637885687321,1.4404292355102295,-1.09554405909169,-0.4785511118561274,0.894623145780081
-0.12128657885324247,1.095966865427781,-1.3932579682543467,0.4319272927011011,0.08704390825040924,-0.1212374805829807,-0.609687833299929,0.6803512701868267,0.4530502475449797,-1.768231868699913,-0.7694745457785532
-0.40924685254568716,0.8500167951359171,-0.21657425267136596,0.15648873511365013,1.1735274195289485,0.648708600914233,1.1681747454934395,-0.16536928277867724,-0.6438707196559953,-0.1215918735095866,-1.0468241610383244
-0.06369452411475372,1.3692447213076304,-1.3932579682543467,-0.001981884766413434,0.43827171803041615,-0.0022584446114377447,-0.49788124564884606,0.5840033590895148,0.38852548476845306,-1.768231868699913,-0.7694745457785532
2.067211501209338,0.27613329778823315,1.5740314014766479,-0.5875581522253964,-0.4342159429247867,-1.3625801438816532,-1.0083810784883234,0.6910565936420968,-1.4181678729743317,0.03967232440305645,-0.39967505876552323
-0.5244309620226647,0.6040667248440525,-1.0351368374247438,-0.8298970842486612,0.8429442233511547,-0.7116130983559824,-0.6689927470724416,-0.3259491346075501,-0.06314785466724451,-0.384687149333536,-0.7694745457785532
-1.2731276736230213,0.6040667248440525,-1.2909376451601744,0.3005269224793487,-0.5510485040037684,1.0521894617935177,0.30740401222593494,-1.6748198899702127,1.0337731125337333,-1.9141619796880247,0.524823658767051
-0.7547991809766207,0.22147772661226328,-1.3932579682543467,-0.3711835207788357,2.3401545541257485,-0.1212374805829807,0.27616047155154777,0.027326539416005824,0.0013769081092849425,-0.20634071491051675,-0.9543742892850674
-1.215535618884532,-0.7623225545551937,0.8066289782703563,-0.3711835207788357,-0.4342159429247867,0.10850838788802399,-0.609687833299929,-1.3001335690361167,0.9047235869806772,1.3651963523910335,0.7097234022735651
2.1248035559478264,-1.3635338374908619,1.113589947552873,-0.5875581522253964,-0.2672141761392118,-0.3894398530227973,-0.7954001475495843,0.476950124536933,-2.1279402635161384,0.26264914175583415,-0.4921249305187803
0.9729624611780476,-1.4728449798428018,1.3693907552883038,-0.5875581522253964,0.1798846563818006,1.7993219121290764,0.9863416555717545,-1.1770223493006593,-2.1279402635161384,0.03967232440305645,1.264422632793111
